suicides,age,period,cohort,sex,country
62,30,1995,1965,female,Argentina
19,10,1995,1985,female,Argentina
15,10,1995,1985,male,Argentina
189,75,1996,1921,male,Argentina
464,64,1996,1932,male,Argentina
524,44,1996,1952,male,Argentina
226,30,1996,1966,male,Argentina
280,20,1996,1976,male,Argentina
59,75,1996,1921,female,Argentina
131,64,1996,1932,female,Argentina
176,44,1996,1952,female,Argentina
105,20,1996,1976,female,Argentina
52,30,1996,1966,female,Argentina
14,10,1996,1986,male,Argentina
9,10,1996,1986,female,Argentina
195,75,1997,1922,male,Argentina
457,64,1997,1933,male,Argentina
501,44,1997,1953,male,Argentina
213,30,1997,1967,male,Argentina
260,20,1997,1977,male,Argentina
47,75,1997,1922,female,Argentina
131,64,1997,1933,female,Argentina
165,44,1997,1953,female,Argentina
113,20,1997,1977,female,Argentina
72,30,1997,1967,female,Argentina
19,10,1997,1987,male,Argentina
11,10,1997,1987,female,Argentina
201,75,1998,1923,male,Argentina
518,64,1998,1934,male,Argentina
508,44,1998,1954,male,Argentina
327,20,1998,1978,male,Argentina
251,30,1998,1968,male,Argentina
53,75,1998,1923,female,Argentina
140,64,1998,1934,female,Argentina
114,20,1998,1978,female,Argentina
147,44,1998,1954,female,Argentina
52,30,1998,1968,female,Argentina
20,10,1998,1988,female,Argentina
16,10,1998,1988,male,Argentina
204,75,1999,1924,male,Argentina
540,64,1999,1935,male,Argentina
545,44,1999,1955,male,Argentina
355,20,1999,1979,male,Argentina
265,30,1999,1969,male,Argentina
137,64,1999,1935,female,Argentina
44,75,1999,1924,female,Argentina
141,44,1999,1955,female,Argentina
101,20,1999,1979,female,Argentina
50,30,1999,1969,female,Argentina
21,10,1999,1989,male,Argentina
20,10,1999,1989,female,Argentina
232,75,2000,1925,male,Argentina
602,64,2000,1936,male,Argentina
578,44,2000,1956,male,Argentina
463,20,2000,1980,male,Argentina
331,30,2000,1970,male,Argentina
133,64,2000,1936,female,Argentina
43,75,2000,1925,female,Argentina
174,44,2000,1956,female,Argentina
116,20,2000,1980,female,Argentina
63,30,2000,1970,female,Argentina
21,10,2000,1990,female,Argentina
18,10,2000,1990,male,Argentina
250,75,2001,1926,male,Argentina
659,64,2001,1937,male,Argentina
518,20,2001,1981,male,Argentina
625,44,2001,1957,male,Argentina
375,30,2001,1971,male,Argentina
57,75,2001,1926,female,Argentina
166,20,2001,1981,female,Argentina
137,64,2001,1937,female,Argentina
210,44,2001,1957,female,Argentina
82,30,2001,1971,female,Argentina
29,10,2001,1991,male,Argentina
24,10,2001,1991,female,Argentina
234,75,2002,1927,male,Argentina
615,64,2002,1938,male,Argentina
542,20,2002,1982,male,Argentina
412,30,2002,1972,male,Argentina
619,44,2002,1958,male,Argentina
179,64,2002,1938,female,Argentina
58,75,2002,1927,female,Argentina
158,20,2002,1982,female,Argentina
194,44,2002,1958,female,Argentina
91,30,2002,1972,female,Argentina
37,10,2002,1992,male,Argentina
23,10,2002,1992,female,Argentina
272,75,2003,1928,male,Argentina
577,64,2003,1939,male,Argentina
638,20,2003,1983,male,Argentina
456,30,2003,1973,male,Argentina
625,44,2003,1959,male,Argentina
68,75,2003,1928,female,Argentina
179,20,2003,1983,female,Argentina
147,64,2003,1939,female,Argentina
196,44,2003,1959,female,Argentina
69,30,2003,1973,female,Argentina
37,10,2003,1993,male,Argentina
25,10,2003,1993,female,Argentina
227,75,2004,1929,male,Argentina
500,64,2004,1940,male,Argentina
653,20,2004,1984,male,Argentina
445,30,2004,1974,male,Argentina
599,44,2004,1960,male,Argentina
159,20,2004,1984,female,Argentina
136,64,2004,1940,female,Argentina
50,75,2004,1929,female,Argentina
185,44,2004,1960,female,Argentina
99,30,2004,1974,female,Argentina
43,10,2004,1994,male,Argentina
25,10,2004,1994,female,Argentina
225,75,2005,1930,male,Argentina
489,64,2005,1941,male,Argentina
638,20,2005,1985,male,Argentina
451,30,2005,1975,male,Argentina
539,44,2005,1961,male,Argentina
161,64,2005,1941,female,Argentina
59,75,2005,1930,female,Argentina
148,20,2005,1985,female,Argentina
171,44,2005,1961,female,Argentina
104,30,2005,1975,female,Argentina
52,10,2005,1995,male,Argentina
21,10,2005,1995,female,Argentina
246,75,2006,1931,male,Argentina
656,20,2006,1986,male,Argentina
487,64,2006,1942,male,Argentina
483,30,2006,1976,male,Argentina
585,44,2006,1962,male,Argentina
175,20,2006,1986,female,Argentina
115,64,2006,1942,female,Argentina
160,44,2006,1962,female,Argentina
105,30,2006,1976,female,Argentina
31,75,2006,1931,female,Argentina
39,10,2006,1996,male,Argentina
26,10,2006,1996,female,Argentina
225,75,2007,1932,male,Argentina
577,20,2007,1987,male,Argentina
438,64,2007,1943,male,Argentina
490,30,2007,1977,male,Argentina
571,44,2007,1963,male,Argentina
146,20,2007,1987,female,Argentina
126,30,2007,1977,female,Argentina
108,64,2007,1943,female,Argentina
155,44,2007,1963,female,Argentina
31,75,2007,1932,female,Argentina
45,10,2007,1997,male,Argentina
34,10,2007,1997,female,Argentina
208,75,2008,1933,male,Argentina
625,20,2008,1988,male,Argentina
463,64,2008,1944,male,Argentina
531,30,2008,1978,male,Argentina
582,44,2008,1964,male,Argentina
180,20,2008,1988,female,Argentina
173,44,2008,1964,female,Argentina
108,64,2008,1944,female,Argentina
36,75,2008,1933,female,Argentina
94,30,2008,1978,female,Argentina
39,10,2008,1998,male,Argentina
20,10,2008,1998,female,Argentina
177,75,2009,1934,male,Argentina
609,20,2009,1989,male,Argentina
434,64,2009,1945,male,Argentina
504,30,2009,1979,male,Argentina
542,44,2009,1965,male,Argentina
164,20,2009,1989,female,Argentina
112,64,2009,1945,female,Argentina
105,30,2009,1979,female,Argentina
150,44,2009,1965,female,Argentina
25,75,2009,1934,female,Argentina
34,10,2009,1999,male,Argentina
28,10,2009,1999,female,Argentina
206,75,2010,1935,male,Argentina
683,20,2010,1990,male,Argentina
485,30,2010,1980,male,Argentina
397,64,2010,1946,male,Argentina
573,44,2010,1966,male,Argentina
150,20,2010,1990,female,Argentina
162,44,2010,1966,female,Argentina
101,30,2010,1980,female,Argentina
99,64,2010,1946,female,Argentina
34,75,2010,1935,female,Argentina
33,10,2010,2000,male,Argentina
20,10,2010,2000,female,Argentina
178,75,2011,1936,male,Argentina
693,20,2011,1991,male,Argentina
510,30,2011,1981,male,Argentina
416,64,2011,1947,male,Argentina
504,44,2011,1967,male,Argentina
172,20,2011,1991,female,Argentina
157,44,2011,1967,female,Argentina
102,30,2011,1981,female,Argentina
93,64,2011,1947,female,Argentina
30,75,2011,1936,female,Argentina
29,10,2011,2001,female,Argentina
28,10,2011,2001,male,Argentina
225,75,2012,1937,male,Argentina
745,20,2012,1992,male,Argentina
616,30,2012,1982,male,Argentina
451,64,2012,1948,male,Argentina
554,44,2012,1968,male,Argentina
204,20,2012,1992,female,Argentina
164,44,2012,1968,female,Argentina
108,64,2012,1948,female,Argentina
102,30,2012,1982,female,Argentina
33,75,2012,1937,female,Argentina
29,10,2012,2002,male,Argentina
17,10,2012,2002,female,Argentina
168,75,2013,1938,male,Argentina
696,20,2013,1993,male,Argentina
499,30,2013,1983,male,Argentina
398,64,2013,1949,male,Argentina
604,44,2013,1969,male,Argentina
167,20,2013,1993,female,Argentina
102,30,2013,1983,female,Argentina
157,44,2013,1969,female,Argentina
102,64,2013,1949,female,Argentina
29,75,2013,1938,female,Argentina
32,10,2013,2003,female,Argentina
33,10,2013,2003,male,Argentina
192,75,2014,1939,male,Argentina
738,20,2014,1994,male,Argentina
531,30,2014,1984,male,Argentina
405,64,2014,1950,male,Argentina
644,44,2014,1970,male,Argentina
204,20,2014,1994,female,Argentina
196,44,2014,1970,female,Argentina
118,30,2014,1984,female,Argentina
109,64,2014,1950,female,Argentina
25,75,2014,1939,female,Argentina
35,10,2014,2004,female,Argentina
34,10,2014,2004,male,Argentina
245,75,2015,1940,male,Argentina
656,20,2015,1995,male,Argentina
431,64,2015,1951,male,Argentina
465,30,2015,1985,male,Argentina
633,44,2015,1971,male,Argentina
153,20,2015,1995,female,Argentina
125,64,2015,1951,female,Argentina
114,30,2015,1985,female,Argentina
166,44,2015,1971,female,Argentina
27,75,2015,1940,female,Argentina
39,10,2015,2005,male,Argentina
19,10,2015,2005,female,Argentina
25,44,1990,1946,male,Armenia
2,75,1990,1915,male,Armenia
11,64,1990,1926,male,Armenia
16,30,1990,1960,male,Armenia
15,44,1990,1946,female,Armenia
10,20,1990,1970,male,Armenia
6,64,1990,1926,female,Armenia
1,75,1990,1915,female,Armenia
4,30,1990,1960,female,Armenia
3,20,1990,1970,female,Armenia
0,10,1990,1980,female,Armenia
0,10,1990,1980,male,Armenia
5,75,1991,1916,male,Armenia
20,30,1991,1961,male,Armenia
11,64,1991,1927,female,Armenia
9,64,1991,1927,male,Armenia
14,44,1991,1947,male,Armenia
2,75,1991,1916,female,Armenia
9,44,1991,1947,female,Armenia
6,20,1991,1971,male,Armenia
4,30,1991,1961,female,Armenia
0,20,1991,1971,female,Armenia
0,10,1991,1981,female,Armenia
0,10,1991,1981,male,Armenia
3,75,1992,1917,male,Armenia
15,64,1992,1928,male,Armenia
22,44,1992,1948,male,Armenia
15,30,1992,1962,male,Armenia
10,64,1992,1928,female,Armenia
2,75,1992,1917,female,Armenia
9,20,1992,1972,male,Armenia
6,44,1992,1948,female,Armenia
1,20,1992,1972,female,Armenia
0,30,1992,1962,female,Armenia
0,10,1992,1982,female,Armenia
0,10,1992,1982,male,Armenia
6,75,1993,1918,female,Armenia
20,64,1993,1929,male,Armenia
2,75,1993,1918,male,Armenia
25,44,1993,1949,male,Armenia
17,30,1993,1963,male,Armenia
14,64,1993,1929,female,Armenia
7,20,1993,1973,male,Armenia
6,30,1993,1963,female,Armenia
6,44,1993,1949,female,Armenia
3,20,1993,1973,female,Armenia
0,10,1993,1983,female,Armenia
0,10,1993,1983,male,Armenia
7,75,1994,1919,male,Armenia
5,75,1994,1919,female,Armenia
20,64,1994,1930,male,Armenia
31,44,1994,1950,male,Armenia
18,64,1994,1930,female,Armenia
10,30,1994,1964,male,Armenia
6,20,1994,1974,male,Armenia
7,44,1994,1950,female,Armenia
4,20,1994,1974,female,Armenia
2,10,1994,1984,male,Armenia
1,30,1994,1964,female,Armenia
1,10,1994,1984,female,Armenia
29,64,1995,1931,male,Armenia
32,44,1995,1951,male,Armenia
21,30,1995,1965,male,Armenia
2,75,1995,1920,male,Armenia
2,75,1995,1920,female,Armenia
11,64,1995,1931,female,Armenia
11,30,1995,1965,female,Armenia
10,20,1995,1975,male,Armenia
8,44,1995,1951,female,Armenia
3,20,1995,1975,female,Armenia
1,10,1995,1985,male,Armenia
0,10,1995,1985,female,Armenia
3,75,1996,1921,male,Armenia
18,64,1996,1932,male,Armenia
24,44,1996,1952,male,Armenia
13,30,1996,1966,male,Armenia
12,64,1996,1932,female,Armenia
7,44,1996,1952,female,Armenia
4,20,1996,1976,male,Armenia
3,30,1996,1966,female,Armenia
1,20,1996,1976,female,Armenia
1,10,1996,1986,female,Armenia
1,10,1996,1986,male,Armenia
0,75,1996,1921,female,Armenia
21,64,1997,1933,male,Armenia
26,44,1997,1953,male,Armenia
3,75,1997,1922,female,Armenia
1,75,1997,1922,male,Armenia
9,30,1997,1967,male,Armenia
8,64,1997,1933,female,Armenia
4,20,1997,1977,male,Armenia
3,44,1997,1953,female,Armenia
1,30,1997,1967,female,Armenia
1,10,1997,1987,male,Armenia
0,20,1997,1977,female,Armenia
0,10,1997,1987,female,Armenia
2,75,1998,1923,male,Armenia
16,64,1998,1934,male,Armenia
20,44,1998,1954,male,Armenia
6,30,1998,1968,male,Armenia
6,64,1998,1934,female,Armenia
1,75,1998,1923,female,Armenia
9,44,1998,1954,female,Armenia
4,20,1998,1978,male,Armenia
1,30,1998,1968,female,Armenia
1,10,1998,1988,female,Armenia
0,20,1998,1978,female,Armenia
0,10,1998,1988,male,Armenia
15,64,1999,1935,male,Armenia
3,75,1999,1924,female,Armenia
22,44,1999,1955,male,Armenia
9,64,1999,1935,female,Armenia
6,30,1999,1969,male,Armenia
6,20,1999,1979,male,Armenia
4,44,1999,1955,female,Armenia
2,30,1999,1969,female,Armenia
0,20,1999,1979,female,Armenia
0,10,1999,1989,female,Armenia
0,10,1999,1989,male,Armenia
0,75,1999,1924,male,Armenia
4,75,2000,1925,male,Armenia
5,75,2000,1925,female,Armenia
14,64,2000,1936,male,Armenia
18,44,2000,1956,male,Armenia
5,30,2000,1970,male,Armenia
6,20,2000,1980,male,Armenia
4,30,2000,1970,female,Armenia
4,64,2000,1936,female,Armenia
1,44,2000,1956,female,Armenia
0,20,2000,1980,female,Armenia
0,10,2000,1990,female,Armenia
0,10,2000,1990,male,Armenia
17,64,2001,1937,male,Armenia
3,75,2001,1926,male,Armenia
4,75,2001,1926,female,Armenia
19,44,2001,1957,male,Armenia
4,64,2001,1937,female,Armenia
4,20,2001,1981,male,Armenia
3,10,2001,1991,male,Armenia
2,30,2001,1971,male,Armenia
3,44,2001,1957,female,Armenia
1,30,2001,1971,female,Armenia
0,20,2001,1981,female,Armenia
0,10,2001,1991,female,Armenia
3,75,2002,1927,male,Armenia
19,64,2002,1938,male,Armenia
12,30,2002,1972,male,Armenia
22,44,2002,1958,male,Armenia
1,75,2002,1927,female,Armenia
5,20,2002,1982,male,Armenia
6,44,2002,1958,female,Armenia
3,64,2002,1938,female,Armenia
1,30,2002,1972,female,Armenia
1,10,2002,1992,male,Armenia
1,20,2002,1982,female,Armenia
0,10,2002,1992,female,Armenia
3,75,2003,1928,male,Armenia
14,64,2003,1939,male,Armenia
21,44,2003,1959,male,Armenia
3,75,2003,1928,female,Armenia
10,30,2003,1973,male,Armenia
3,64,2003,1939,female,Armenia
3,44,2003,1959,female,Armenia
1,10,2003,1993,male,Armenia
1,20,2003,1983,male,Armenia
0,20,2003,1983,female,Armenia
0,30,2003,1973,female,Armenia
0,10,2003,1993,female,Armenia
6,75,2006,1931,male,Armenia
21,64,2006,1942,male,Armenia
17,44,2006,1962,male,Armenia
10,20,2006,1986,male,Armenia
8,64,2006,1942,female,Armenia
6,30,2006,1976,male,Armenia
2,75,2006,1931,female,Armenia
5,44,2006,1962,female,Armenia
2,30,2006,1976,female,Armenia
1,10,2006,1996,male,Armenia
0,20,2006,1986,female,Armenia
0,10,2006,1996,female,Armenia
7,75,2007,1932,male,Armenia
13,64,2007,1943,male,Armenia
19,44,2007,1963,male,Armenia
8,64,2007,1943,female,Armenia
7,20,2007,1987,male,Armenia
4,30,2007,1977,male,Armenia
8,44,2007,1963,female,Armenia
1,75,2007,1932,female,Armenia
3,20,2007,1987,female,Armenia
1,10,2007,1997,male,Armenia
0,30,2007,1977,female,Armenia
0,10,2007,1997,female,Armenia
7,75,2008,1933,male,Armenia
18,64,2008,1944,male,Armenia
11,44,2008,1964,male,Armenia
10,44,2008,1964,female,Armenia
5,64,2008,1944,female,Armenia
4,30,2008,1978,male,Armenia
3,20,2008,1988,male,Armenia
2,30,2008,1978,female,Armenia
1,10,2008,1998,female,Armenia
1,10,2008,1998,male,Armenia
1,20,2008,1988,female,Armenia
0,75,2008,1933,female,Armenia
8,75,2009,1934,male,Armenia
11,64,2009,1945,male,Armenia
17,44,2009,1965,male,Armenia
5,20,2009,1989,male,Armenia
1,75,2009,1934,female,Armenia
3,64,2009,1945,female,Armenia
2,30,2009,1979,male,Armenia
2,30,2009,1979,female,Armenia
3,44,2009,1965,female,Armenia
1,20,2009,1989,female,Armenia
0,10,2009,1999,female,Armenia
0,10,2009,1999,male,Armenia
6,75,2010,1935,male,Armenia
13,64,2010,1946,male,Armenia
10,30,2010,1980,male,Armenia
15,44,2010,1966,male,Armenia
8,20,2010,1990,male,Armenia
7,64,2010,1946,female,Armenia
2,75,2010,1935,female,Armenia
2,10,2010,2000,female,Armenia
5,44,2010,1966,female,Armenia
2,10,2010,2000,male,Armenia
2,20,2010,1990,female,Armenia
1,30,2010,1980,female,Armenia
6,75,2011,1936,female,Armenia
23,44,2011,1967,male,Armenia
11,64,2011,1947,male,Armenia
8,30,2011,1981,male,Armenia
2,75,2011,1936,male,Armenia
7,20,2011,1991,male,Armenia
4,20,2011,1991,female,Armenia
3,64,2011,1947,female,Armenia
3,44,2011,1967,female,Armenia
0,30,2011,1981,female,Armenia
0,10,2011,2001,female,Armenia
0,10,2011,2001,male,Armenia
5,75,2012,1937,male,Armenia
26,44,2012,1968,male,Armenia
11,64,2012,1948,male,Armenia
11,30,2012,1982,male,Armenia
3,75,2012,1937,female,Armenia
5,20,2012,1992,male,Armenia
7,44,2012,1968,female,Armenia
4,30,2012,1982,female,Armenia
4,64,2012,1948,female,Armenia
2,20,2012,1992,female,Armenia
1,10,2012,2002,male,Armenia
0,10,2012,2002,female,Armenia
7,75,2013,1938,male,Armenia
6,75,2013,1938,female,Armenia
11,64,2013,1949,male,Armenia
11,64,2013,1949,female,Armenia
9,30,2013,1983,male,Armenia
13,44,2013,1969,male,Armenia
6,44,2013,1969,female,Armenia
2,20,2013,1993,male,Armenia
1,10,2013,2003,male,Armenia
1,20,2013,1993,female,Armenia
0,30,2013,1983,female,Armenia
0,10,2013,2003,female,Armenia
9,75,2014,1939,male,Armenia
6,75,2014,1939,female,Armenia
12,64,2014,1950,male,Armenia
13,44,2014,1970,male,Armenia
6,30,2014,1984,male,Armenia
4,64,2014,1950,female,Armenia
3,20,2014,1994,male,Armenia
2,20,2014,1994,female,Armenia
1,10,2014,2004,female,Armenia
2,44,2014,1970,female,Armenia
0,30,2014,1984,female,Armenia
0,10,2014,2004,male,Armenia
12,75,2015,1940,male,Armenia
16,64,2015,1951,male,Armenia
5,75,2015,1940,female,Armenia
15,44,2015,1971,male,Armenia
10,30,2015,1985,male,Armenia
5,64,2015,1951,female,Armenia
3,20,2015,1995,female,Armenia
4,44,2015,1971,female,Armenia
2,20,2015,1995,male,Armenia
2,30,2015,1985,female,Armenia
0,10,2015,2005,female,Armenia
0,10,2015,2005,male,Armenia
12,75,2016,1941,male,Armenia
16,64,2016,1952,male,Armenia
16,44,2016,1972,male,Armenia
5,20,2016,1996,male,Armenia
2,75,2016,1941,female,Armenia
6,64,2016,1952,female,Armenia
4,30,2016,1986,male,Armenia
3,44,2016,1972,female,Armenia
2,30,2016,1986,female,Armenia
1,20,2016,1996,female,Armenia
2,75,1995,1920,male,Aruba
4,30,1995,1965,male,Aruba
1,64,1995,1931,male,Aruba
1,44,1995,1951,male,Aruba
0,20,1995,1975,female,Aruba
0,30,1995,1965,female,Aruba
0,44,1995,1951,female,Aruba
0,10,1995,1985,female,Aruba
0,64,1995,1931,female,Aruba
0,75,1995,1920,female,Aruba
0,20,1995,1975,male,Aruba
0,10,1995,1985,male,Aruba
4,30,1999,1969,male,Aruba
2,20,1999,1979,male,Aruba
3,44,1999,1955,male,Aruba
0,20,1999,1979,female,Aruba
0,30,1999,1969,female,Aruba
0,44,1999,1955,female,Aruba
0,10,1999,1989,female,Aruba
0,64,1999,1935,female,Aruba
0,75,1999,1924,female,Aruba
0,10,1999,1989,male,Aruba
0,64,1999,1935,male,Aruba
0,75,1999,1924,male,Aruba
2,75,2000,1925,female,Aruba
1,75,2000,1925,male,Aruba
3,30,2000,1970,male,Aruba
2,44,2000,1956,male,Aruba
2,44,2000,1956,female,Aruba
0,20,2000,1980,female,Aruba
0,30,2000,1970,female,Aruba
0,10,2000,1990,female,Aruba
0,64,2000,1936,female,Aruba
0,20,2000,1980,male,Aruba
0,10,2000,1990,male,Aruba
0,64,2000,1936,male,Aruba
4,44,2001,1957,male,Aruba
0,20,2001,1981,female,Aruba
0,30,2001,1971,female,Aruba
0,44,2001,1957,female,Aruba
0,10,2001,1991,female,Aruba
0,64,2001,1937,female,Aruba
0,75,2001,1926,female,Aruba
0,20,2001,1981,male,Aruba
0,30,2001,1971,male,Aruba
0,10,2001,1991,male,Aruba
0,64,2001,1937,male,Aruba
0,75,2001,1926,male,Aruba
4,64,2002,1938,male,Aruba
2,30,2002,1972,male,Aruba
1,20,2002,1982,male,Aruba
2,44,2002,1958,male,Aruba
0,20,2002,1982,female,Aruba
0,30,2002,1972,female,Aruba
0,44,2002,1958,female,Aruba
0,10,2002,1992,female,Aruba
0,64,2002,1938,female,Aruba
0,75,2002,1927,female,Aruba
0,10,2002,1992,male,Aruba
0,75,2002,1927,male,Aruba
2,44,2003,1959,male,Aruba
0,20,2003,1983,female,Aruba
0,30,2003,1973,female,Aruba
0,44,2003,1959,female,Aruba
0,10,2003,1993,female,Aruba
0,64,2003,1939,female,Aruba
0,75,2003,1928,female,Aruba
0,20,2003,1983,male,Aruba
0,30,2003,1973,male,Aruba
0,10,2003,1993,male,Aruba
0,64,2003,1939,male,Aruba
0,75,2003,1928,male,Aruba
1,75,2004,1929,male,Aruba
3,64,2004,1940,male,Aruba
1,30,2004,1974,male,Aruba
1,20,2004,1984,female,Aruba
2,44,2004,1960,male,Aruba
0,30,2004,1974,female,Aruba
0,44,2004,1960,female,Aruba
0,10,2004,1994,female,Aruba
0,64,2004,1940,female,Aruba
0,75,2004,1929,female,Aruba
0,20,2004,1984,male,Aruba
0,10,2004,1994,male,Aruba
2,64,2005,1941,male,Aruba
3,44,2005,1961,male,Aruba
1,20,2005,1985,female,Aruba
1,30,2005,1975,female,Aruba
1,64,2005,1941,female,Aruba
2,44,2005,1961,female,Aruba
0,10,2005,1995,female,Aruba
0,75,2005,1930,female,Aruba
0,20,2005,1985,male,Aruba
0,30,2005,1975,male,Aruba
0,10,2005,1995,male,Aruba
0,75,2005,1930,male,Aruba
4,30,2006,1976,male,Aruba
3,44,2006,1962,male,Aruba
2,44,2006,1962,female,Aruba
0,20,2006,1986,female,Aruba
0,30,2006,1976,female,Aruba
0,10,2006,1996,female,Aruba
0,64,2006,1942,female,Aruba
0,75,2006,1931,female,Aruba
0,20,2006,1986,male,Aruba
0,10,2006,1996,male,Aruba
0,64,2006,1942,male,Aruba
0,75,2006,1931,male,Aruba
2,30,2007,1977,male,Aruba
3,44,2007,1963,male,Aruba
1,20,2007,1987,male,Aruba
1,64,2007,1943,male,Aruba
1,64,2007,1943,female,Aruba
0,20,2007,1987,female,Aruba
